X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
20.87526,-34.44339,train,2.0299985802299787E94,100.0,1.0
18.4799,-34.23168,train,8.573719292234637E60,100.0,1.0
18.70833333,-34.125,train,1.5902756124795618E94,100.0,1.0
18.79166667,-34.125,train,0.17146472652810732,64.61056554478446,0.5826921037888103
20.65577201,-34.46748798,train,2.637058210265616E132,100.0,1.0
19.41277,-34.69361,train,3.770178006651961E12,100.0,0.9999999999999675
19.244536,-34.420833,train,4.081922399253339E36,100.0,1.0
20.75938197,-34.47232903,train,3.760429154259243E102,100.0,1.0
22.1665,-34.0824,train,6.060404437781869E100,100.0,1.0
20.24844,-34.67452,train,1.738070442152291E72,100.0,1.0
20.635058,-34.454235,train,6.3588692032160205E134,100.0,1.0
18.90879,-34.36316,train,2.80887219497391E25,100.0,1.0
25.68333,-33.8,train,5.309777292675088E26,100.0,1.0
20.732019,-34.454849,train,1.0199521117191326E128,100.0,1.0
23.92771,-34.0264,train,6.470048682946374E127,100.0,1.0
25.8750912,-34.02165228,train,2.6241852359309245E18,100.0,1.0
26.3262,-33.7679,train,1.8480756175704627E100,100.0,1.0
20.02303,-34.83685,train,2.0253732107090383E47,100.0,1.0
20.12635,-34.84055,train,6.3145728211494826E84,100.0,1.0
27.77908,-33.145911,train,9.289065089597375E64,100.0,1.0
25.70885,-34.04676,train,3.307676575039755E45,100.0,1.0
24.73319,-34.20624,train,3.804187565075245E106,100.0,1.0
22.288192,-34.090983,train,2.567987633509978E152,100.0,1.0
21.9185,-34.35273,train,9.016291551366258E124,100.0,1.0
20.437919,-34.531468,train,2.8174697220561797E35,100.0,1.0
17.95833333,-33.04166667,train,2.434089004612278E92,100.0,1.0
18.0239,-33.1086,train,1.6016210750786459E72,100.0,1.0
18.3486,-34.1775,train,8.244591340981725E29,100.0,1.0
18.45833333,-34.375,train,248.2236674206495,100.0,0.9995055364564458
18.625,-34.125,train,1.4717912016274619E85,100.0,1.0
18.79166667,-34.45833333,train,9.138126345028413E35,100.0,1.0
18.875,-34.125,train,1.0537757089250316E-10,1.0999955691139612E-8,8.581356059504821E-10
19.04166667,-34.375,train,2.197566526665883E38,100.0,1.0
19.375,-34.625,train,4.819376804972467E58,100.0,1.0
19.54166667,-34.79166667,train,2.7902257602644716E-11,2.9999954415203815E-9,2.2722027607529517E-10
19.625,-34.79166667,train,158857.87644797136,100.0,0.999999226993453
19.95833333,-34.95833333,train,5.4661460784739316E41,100.0,1.0
21.29166667,-34.45833333,train,2.158747504943221E113,100.0,1.0
21.625,-34.45833333,train,1.3447891310223807E86,100.0,1.0
21.70833333,-34.375,train,1.987554830541029E50,100.0,1.0
21.875,-34.375,train,1.65682765991974E136,100.0,1.0
22.125,-34.20833333,train,5.089179417426144E155,100.0,1.0
22.54166667,-34.04166667,train,2.1701537760179292E127,100.0,1.0
24.95833333,-34.29166667,train,0.59697014931042,100.0,0.8293919688998638
25.375,-34.04166667,train,7.160975756272821E112,100.0,1.0
25.625,-33.95833333,train,1.0092772026933953E56,100.0,1.0
25.70833333,-34.20833333,train,3.5493960470592236E68,100.0,1.0
25.79166667,-33.79166667,train,4.392300171386021E59,100.0,1.0
26.625,-33.79166667,train,5.535422079671524E111,100.0,1.0
26.9,-33.61,train,1.7270274728832398E80,100.0,1.0
25.62527503,-34.07161068,train,4.5401239678264546E8,100.0,0.9999999997295266
20.118269,-34.716851,train,2.9817622295714218E66,100.0,1.0
18.4375,-34.15766667,train,2.5944872062799064E26,100.0,1.0
18.34283333,-33.9845,train,1.2809728269982503E40,100.0,1.0
18.38366667,-34.90566667,train,4.806300616379669E-65,5.167639172806186E-63,3.9139806131647236E-64
18.3835,-34.28516667,train,8.971984207225891E47,100.0,1.0
18.30966667,-34.16816667,train,1.6924440737336064E31,100.0,1.0
27.934337,-33.04512,train,1.300621853354501E83,100.0,1.0
20.10551,-34.92946,train,1.0712950933820344E47,100.0,1.0
20.345902,-34.779312,train,1.693661265618353E62,100.0,1.0
20.247318,-34.667013,train,5.481510634984571E96,100.0,1.0
20.96883,-34.492406,train,1.679147869461878E82,100.0,1.0
18.598182,-34.317135,train,6.084452980760591E14,100.0,0.9999999999999998
22.191549,-34.194411,train,3.481991811584798E149,100.0,1.0
25.7833,-34.0667,train,9.798217775382388E73,100.0,1.0
22.2395,-34.0566,train,1.7379705653326684E93,100.0,1.0
25.14,-34.02,train,2.4418956090946657E47,100.0,1.0
23.55965,-33.99554,train,7.074059939597774E123,100.0,1.0
27.126005,-33.551933,train,7.121227430320622E133,100.0,1.0
27.336473,-33.399288,train,3.5466159986339906E115,100.0,1.0
27.466509,-33.381883,train,3.959176387009238E122,100.0,1.0
27.395086,-33.357927,train,1.7967423242066972E141,100.0,1.0
27.457434,-33.345557,train,3.2474787242694095E158,100.0,1.0
27.68,-33.17,train,6.780469846174548E79,100.0,1.0
28.513935,-32.719639,train,3.704771958624188E66,100.0,1.0
28.463117,-32.658148,train,6.227642940838829E173,100.0,1.0
28.588329,-32.602278,train,4.527078300373112E63,100.0,1.0
16.39,-31.08,train,3.2548848142296913E-60,3.4995876478602385E-58,2.650594933151582E-59
